Dis No 1;Dis No 2;Hazard 1;Hazard 2;Start Date 1;End Date 1;Start Date 2;End Date 2;Country 1;Country 2;Magnitude 1;Magnitude 2;Total Deaths 1;Total Deaths 2;Total Deaths 12;Total Affected 1;Total Affected 2;Total Affected 12;Total Damages 1;Total Damages 2;Total Damages 12
2004-0401-GEO;;fl;ls;2004-07-15 00:00:00+00:00;2004-07-20 00:00:00+00:00;;;Georgia;Georgia;2160.0;;;;1.0;;;90.0;;;3340.0
2004-0402-NGA;;fl;;2004-08-08 00:00:00+00:00;2004-08-10 00:00:00+00:00;;;Nigeria;;510.0;;;;;15000.0;;;;;
2004-0403-MYS;;ew;;2004-07-16 00:00:00+00:00;2004-07-16 00:00:00+00:00;;;Malaysia;;;;;;;1000.0;;;;;
2004-0404-NZL;;fl;ls;2004-07-18 00:00:00+00:00;2004-07-18 00:00:00+00:00;;;New Zealand;New Zealand;;;;;2.0;;;2850.0;;;69723.0
2004-0423-GBR;;fl;;2004-08-16 00:00:00+00:00;2004-08-17 00:00:00+00:00;;;United Kingdom of Great Britain and Northern Ireland (the);;;;;;;1008.0;;;148742.0;;
2004-0424-TUR;;fl;;2004-08-16 00:00:00+00:00;2004-08-17 00:00:00+00:00;;;Turkey;;16750.0;;2.0;;;100.0;;;;;
2004-0434-NGA;;fl;;2004-08-21 00:00:00+00:00;2004-08-23 00:00:00+00:00;;;Nigeria;;20780.0;;25.0;;;3000.0;;;;;
2004-0436-AFG;;eq;;2004-07-18 00:00:00+00:00;2004-07-18 00:00:00+00:00;;;Afghanistan;;5.0;;2.0;;;1040.0;;;;;
2004-0455-BHS;;ew;;2004-09-02 00:00:00+00:00;2004-09-03 00:00:00+00:00;;;Bahamas (the);;;;2.0;;;8000.0;;;1549395.0;;
2004-0476-PAN;;fl;ls;2004-09-17 00:00:00+00:00;2004-09-19 00:00:00+00:00;;;Panama;Panama;80.0;;;;16.0;;;11650.0;;;
2004-0734-IND-PAK;2004-0489-IND;fl;fl;2004-08-01 00:00:00+00:00;2004-09-08 00:00:00+00:00;2004-09-20 00:00:00+00:00;2004-09-22 00:00:00+00:00;India-Pakistan;India;;;210.0;33.0;243.0;100000.0;;;427633.0;;
2004-0494-GNB;;fl;;2004-09-27 00:00:00+00:00;2004-09-28 00:00:00+00:00;;;Guinea-Bissau;;;;3.0;;;1000.0;;;;;
2004-0499-SOM;;fl;;2004-09-28 00:00:00+00:00;2004-09-30 00:00:00+00:00;;;Somalia;;;;;;;1500.0;;;;;
2004-0441-THA;2004-0501-THA;fl;fl;2004-08-06 00:00:00+00:00;2004-08-30 00:00:00+00:00;2004-09-15 00:00:00+00:00;2004-09-15 00:00:00+00:00;Thailand;Thailand;154400.0;;9.0;2.0;11.0;500000.0;2000.0;502000.0;;;
2004-0522-CHN;;eq;;2004-10-18 00:00:00+00:00;2004-10-18 00:00:00+00:00;;;China;;5.0;;;;;100012.0;;;;;
2004-0534-PAN;;fl;;2004-10-23 00:00:00+00:00;2004-10-23 00:00:00+00:00;;;Panama;;;;;;;3400.0;;;;;
2004-0535-TWN;;ew;fl;2004-10-22 00:00:00+00:00;2004-10-25 00:00:00+00:00;;;Taiwan (Province of China);Taiwan (Province of China);205.0;;;;7.0;;;1700.0;;;
2004-0537-AUS;;fl;;2004-10-19 00:00:00+00:00;2004-10-22 00:00:00+00:00;;;Australia;;1820.0;;;;;100.0;;;8522.0;;
2004-0540-UGA;;fl;;2004-10-01 00:00:00+00:00;;;;Uganda;;;;;;;20000.0;;;;;
2004-0541-CAF;;fl;;2004-10-24 00:00:00+00:00;2004-11-02 00:00:00+00:00;;;Central African Republic;;1516.0;;3.0;;;12698.0;;;;;
2004-0562-IDN;;eq;ls;2004-11-11 00:00:00+00:00;2004-11-11 00:00:00+00:00;;;Indonesia;Indonesia;8.0;;;;33.0;;;83381.0;;;
2004-0571-CHN;;eq;;2004-09-07 00:00:00+00:00;2004-09-07 00:00:00+00:00;;;China;;5.0;;;;;22019.0;;;;;
2004-0572-USA;;fl;;2004-10-30 00:00:00+00:00;2004-10-30 00:00:00+00:00;;;United States of America (the);;;;;;;105.0;;;1549.0;;
2004-0582-GLP;;eq;;2004-11-21 00:00:00+00:00;2004-11-21 00:00:00+00:00;;;Guadeloupe;;6.0;;1.0;;;153.0;;;;;
2004-0584-SVK;;ew;;2004-11-19 00:00:00+00:00;2004-11-19 00:00:00+00:00;;;Slovakia;;170.0;;2.0;;;10324.0;;;593883.0;;
2004-0591-UGA;;fl;;2004-11-08 00:00:00+00:00;2004-11-10 00:00:00+00:00;;;Uganda;;300.0;;;;;10000.0;;;;;
2004-0596-IRL;;ew;fl;2004-10-27 00:00:00+00:00;2004-10-31 00:00:00+00:00;;;Ireland;Ireland;6530.0;;;;;;;200.0;;;
2004-0599-CRI;;eq;ls;2004-11-20 00:00:00+00:00;2004-11-20 00:00:00+00:00;;;Costa Rica;Costa Rica;6.0;;;;8.0;;;280.0;;;
2004-0600-TUR;;ew;fl;2004-11-21 00:00:00+00:00;2004-11-22 00:00:00+00:00;;;Turkey;Turkey;;;;;14.0;;;721.0;;;
2004-0601-MEX;;cw;;2004-11-01 00:00:00+00:00;;;;Mexico;;;;14.0;;;;;;;;
2004-0610-PNG;;vo;;2004-10-01 00:00:00+00:00;;;;Papua New Guinea;;;;;;;9600.0;;;;;
2004-0615-PAN;;fl;;2004-11-23 00:00:00+00:00;2004-11-26 00:00:00+00:00;;;Panama;;;;;;;7698.0;;;;;
2004-0619-CHN;;ls;;2004-12-03 00:00:00+00:00;2004-12-03 00:00:00+00:00;;;China;;;;44.0;;;353.0;;;;;
2004-0620-DZA;;eq;;2004-12-01 00:00:00+00:00;2004-12-01 00:00:00+00:00;;;Algeria;;5.0;;;;;15.0;;;;;
2004-0624-ARG;;fl;;2004-12-06 00:00:00+00:00;2004-12-10 00:00:00+00:00;;;Argentina;;3230.0;;;;;5000.0;;;;;
2004-0626-IRN;;fl;;2004-12-09 00:00:00+00:00;2004-12-28 00:00:00+00:00;;;Iran (Islamic Republic of);;436700.0;;34.0;;;4043.0;;;;;
2004-0661-AGO;;fl;;2004-12-18 00:00:00+00:00;2004-12-19 00:00:00+00:00;;;Angola;;2660.0;;1.0;;;2000.0;;;;;
2004-0669-DEU;;eq;;2004-12-05 00:00:00+00:00;2004-12-05 00:00:00+00:00;;;Germany;;5.0;;;;;150.0;;;18593.0;;
2004-0670-SVN;;eq;ls;2004-07-12 00:00:00+00:00;2004-07-12 00:00:00+00:00;;;Slovenia;Slovenia;5.0;;;;1.0;;;605.0;;;15494.0
2004-0671-BDI;;eq;;2004-02-24 00:00:00+00:00;2004-02-24 00:00:00+00:00;;;Burundi;;5.0;;3.0;;;120.0;;;;;
2004-0675-USA;;fl;;2004-07-12 00:00:00+00:00;2004-07-14 00:00:00+00:00;;;United States of America (the);;;;1.0;;;;;;774697.0;;
2004-0676-VEN;;fl;ls;2004-11-17 00:00:00+00:00;2004-11-25 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);Venezuela (Bolivarian Republic of);13180.0;;;;35.0;;;4000.0;;;
2004-0166-BGD;2004-0678-BGD;ew;ew;2004-04-14 00:00:00+00:00;2004-04-15 00:00:00+00:00;2004-05-13 00:00:00+00:00;2004-05-13 00:00:00+00:00;Bangladesh;Bangladesh;120.0;;76.0;10.0;86.0;13000.0;4050.0;17050.0;;;
2004-0679-BGD;;ew;;2004-07-17 00:00:00+00:00;2004-07-17 00:00:00+00:00;;;Bangladesh;;;;;;;1100.0;;;;;
2004-0680-CHN;;eq;;2004-05-04 00:00:00+00:00;2004-05-04 00:00:00+00:00;;;China;;6.0;;;;;4199.0;;;;;
2003-0623-USA;2004-0740-USA;eq;cw;2003-12-22 00:00:00+00:00;2003-12-22 00:00:00+00:00;2004-01-09 00:00:00+00:00;2004-01-12 00:00:00+00:00;United States of America (the);United States of America (the);7.0;;2.0;3.0;5.0;160.0;;;318175.0;;
2004-9063-PER;;dr;cw;2004-01-01 00:00:00+00:00;;;;Peru;Peru;;;;;;;;;;;
2004-9332-CUB;;dr;;2004-08-01 00:00:00+00:00;;;;Cuba;;;;;;;;;;4864.0;;
2004-9576-BOL;;dr;;2004-10-01 00:00:00+00:00;;;;Bolivia (Plurinational State of);;;;;;;55000.0;;;;;
2004-9705-BRA;;dr;;2004-12-01 00:00:00+00:00;;;;Brazil;;;;;;;;;;2556501.0;;
2005-0003-BRA;;ew;;2005-01-03 00:00:00+00:00;2005-01-03 00:00:00+00:00;;;Brazil;;200.0;;2.0;;;344.0;;;;;
2005-0016-IRN;;eq;;2005-01-10 00:00:00+00:00;2005-01-10 00:00:00+00:00;;;Iran (Islamic Republic of);;5.0;;;;;110.0;;;;;
2005-0025-RUS;;ls;;2005-01-11 00:00:00+00:00;2005-01-11 00:00:00+00:00;;;Russian Federation (the);;;;9.0;;;;;;;;
2005-0031-IDN;;eq;;2005-01-23 00:00:00+00:00;2005-01-23 00:00:00+00:00;;;Indonesia;;6.0;;1.0;;;684.0;;;;;
2005-0042-GUY;;fl;;2005-01-15 00:00:00+00:00;2005-02-25 00:00:00+00:00;;;Guyana;;1340.0;;34.0;;;274774.0;;;696977.0;;
2005-0048-MDG;;ew;;2005-01-22 00:00:00+00:00;2005-01-23 00:00:00+00:00;;;Madagascar;;100.0;;78.0;;;7985.0;;;;;
2005-0054-BRA;;fl;ls;2005-01-29 00:00:00+00:00;2005-02-11 00:00:00+00:00;;;Brazil;Brazil;184290.0;;;;19.0;;;10000.0;;;
2005-0065-NGA;;fl;;2005-02-06 00:00:00+00:00;2005-02-06 00:00:00+00:00;;;Nigeria;;;;;;;1000.0;;;;;
2004-0662-AUS;2005-0068-AUS;fl;ew;2004-12-08 00:00:00+00:00;2004-12-22 00:00:00+00:00;2005-01-21 00:00:00+00:00;2005-01-21 00:00:00+00:00;Australia;Australia;80550.0;124.0;3.0;;;120.0;600.0;720.0;23241.0;40461.0;63702.0
2005-0070-TUR;;eq;;2005-01-25 00:00:00+00:00;2005-01-25 00:00:00+00:00;;;Turkey;;6.0;;2.0;;;422.0;;;;;
2005-0073-VEN;;fl;ls;2005-02-07 00:00:00+00:00;2005-02-14 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);Venezuela (Bolivarian Republic of);;;;;76.0;;;25042.0;;;74928.0
2005-0075-MOZ;;fl;;2005-01-25 00:00:00+00:00;2005-02-09 00:00:00+00:00;;;Mozambique;;24300.0;;;;;18825.0;;;;;
2005-0090-IND;;ls;;2005-02-15 00:00:00+00:00;2005-02-21 00:00:00+00:00;;;India;;;;250.0;;;5000.0;;;74928.0;;
2005-0084-IRN;2005-0092-IRN;ew;eq;2005-02-13 00:00:00+00:00;2005-02-13 00:00:00+00:00;2005-02-22 00:00:00+00:00;2005-02-22 00:00:00+00:00;Iran (Islamic Republic of);Iran (Islamic Republic of);;6.0;;612.0;;8000.0;94766.0;102766.0;;119884.0;
2005-0095-DZA;;fl;;2005-03-06 00:00:00+00:00;2005-03-09 00:00:00+00:00;;;Algeria;;436800.0;;11.0;;;70.0;;;;;
2005-0097-MDG;;fl;;2005-03-02 00:00:00+00:00;2005-03-15 00:00:00+00:00;;;Madagascar;;16370.0;;25.0;;;58717.0;;;;;
2005-0102-TKL;;ew;;2005-02-28 00:00:00+00:00;2005-02-28 00:00:00+00:00;;;Tokelau;;249.0;;;;;26.0;;;;;
2005-0119-TUR;;ls;;2005-03-17 00:00:00+00:00;2005-03-17 00:00:00+00:00;;;Turkey;;;;15.0;;;9.0;;;;;
2005-0120-PHL;;ew;;2005-03-15 00:00:00+00:00;2005-03-17 00:00:00+00:00;;;Philippines (the);;120.0;;18.0;;;11.0;;;;;
2005-0123-CHN;;ew;cw;2005-03-03 00:00:00+00:00;2005-03-12 00:00:00+00:00;;;China;China;;;;;36.0;;;8000000.0;;;449566.0
2005-0126-TUR;;eq;;2005-03-14 00:00:00+00:00;2005-03-14 00:00:00+00:00;;;Turkey;;6.0;;;;;2268.0;;;;;
2005-0132-ZAF;;eq;;2005-03-09 00:00:00+00:00;2005-03-09 00:00:00+00:00;;;South Africa;;5.0;;2.0;;;58.0;;;29971.0;;
2005-0137-AGO;;fl;;2005-01-27 00:00:00+00:00;2005-03-28 00:00:00+00:00;;;Angola;;118200.0;;;;;10000.0;;;;;
2005-0144-NZL;;ew;;2005-03-10 00:00:00+00:00;2005-03-10 00:00:00+00:00;;;New Zealand;;;;;;;100.0;;;14986.0;;
2005-0145-CHN;;ew;;2005-02-28 00:00:00+00:00;2005-02-28 00:00:00+00:00;;;China;;;;1.0;;;2481.0;;;;;
2005-0146-UKR;;fl;;2005-02-28 00:00:00+00:00;2005-02-28 00:00:00+00:00;;;Ukraine;;;;;;;8340.0;;;;;
2005-0151-ASM;;ew;;2005-02-16 00:00:00+00:00;2005-02-16 00:00:00+00:00;;;American Samoa;;;;;;;;;;;;
2005-0165-MDG;;fl;;2005-03-24 00:00:00+00:00;2005-03-26 00:00:00+00:00;;;Madagascar;;150.0;;4.0;;;900.0;;;;;
2005-0190-BGD;;ew;;2005-03-31 00:00:00+00:00;2005-03-31 00:00:00+00:00;;;Bangladesh;;;;24.0;;;10500.0;;;;;
2005-0192-PAK;;fl;;2005-03-20 00:00:00+00:00;2005-03-24 00:00:00+00:00;;;Pakistan;;75650.0;;20.0;;;3500.0;;;;;
2005-0196-COL;;fl;ls;2005-04-12 00:00:00+00:00;2005-05-07 00:00:00+00:00;;;Colombia;Colombia;;;;;23.0;;;41530.0;;;
2005-0203-USA;;fl;;2005-04-01 00:00:00+00:00;2005-04-06 00:00:00+00:00;;;United States of America (the);;130500.0;;2.0;;;11000.0;;;44957.0;;
2005-0212-TZA;;fl;;2005-04-16 00:00:00+00:00;2005-04-18 00:00:00+00:00;;;Tanzania, United Republic of;;510.0;;1.0;;;10548.0;;;;;
2005-0219-USA;;ew;fl;2005-04-06 00:00:00+00:00;2005-04-08 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;;;;104.0;;;524493.0
2005-0222-YEM;;fl;;2005-04-25 00:00:00+00:00;2005-04-27 00:00:00+00:00;;;Yemen;;;;10.0;;;715.0;;;;;
2005-0225-GEO;;fl;ls;2005-04-23 00:00:00+00:00;2005-04-28 00:00:00+00:00;;;Georgia;Georgia;;;;;;;;2500.0;;;
2005-0233-RUS;;fl;;2005-04-15 00:00:00+00:00;2005-04-15 00:00:00+00:00;;;Russian Federation (the);;;;;;;3685.0;;;;;
2005-0240-SLV;;eq;ls;2005-05-05 00:00:00+00:00;2005-05-05 00:00:00+00:00;;;El Salvador;El Salvador;5.0;;;;1.0;;;751.0;;;
2005-0256-CHL;;ew;;2005-05-18 00:00:00+00:00;2005-05-19 00:00:00+00:00;;;Chile;;;;45.0;;;112.0;;;;;
2005-0215-SOM;2005-0258-ETH;fl;fl;2005-04-23 00:00:00+00:00;2005-06-14 00:00:00+00:00;2005-05-20 00:00:00+00:00;2005-05-22 00:00:00+00:00;Somalia;Ethiopia;;;5.0;42.0;47.0;5020.0;;;30.0;1798.0;1828.0
2005-0273-BGD;2005-0259-BGD;ew;ew;2005-05-14 00:00:00+00:00;2005-05-14 00:00:00+00:00;2005-05-21 00:00:00+00:00;2005-05-22 00:00:00+00:00;Bangladesh;Bangladesh;;;2.0;10.0;12.0;100.0;6.0;106.0;;;
2005-0215-SOM;2005-0260-KEN;fl;fl;2005-04-23 00:00:00+00:00;2005-06-14 00:00:00+00:00;2005-05-18 00:00:00+00:00;2005-05-24 00:00:00+00:00;Somalia;Kenya;;;5.0;5.0;10.0;5020.0;10000.0;15020.0;30.0;;
2005-0101-AFG;2005-0281-AFG;fl;fl;2005-03-05 00:00:00+00:00;2005-04-05 00:00:00+00:00;2005-05-04 00:00:00+00:00;2005-05-08 00:00:00+00:00;Afghanistan;Afghanistan;46050.0;82360.0;3.0;20.0;23.0;1500.0;500.0;2000.0;;;
2005-0284-PHL;;fl;;2005-05-12 00:00:00+00:00;2005-05-12 00:00:00+00:00;;;Philippines (the);;;;1.0;;;100.0;;;;;
2005-0290-IND;;ew;;2005-05-01 00:00:00+00:00;2005-05-01 00:00:00+00:00;;;India;;;;20.0;;;20.0;;;;;
2005-0296-BRA;;fl;ls;2005-06-01 00:00:00+00:00;2005-06-04 00:00:00+00:00;;;Brazil;Brazil;6050.0;;;;28.0;;;31000.0;;;
2005-0297-MLI;;fl;;2005-06-06 00:00:00+00:00;2005-06-06 00:00:00+00:00;;;Mali;;;;;;;125.0;;;;;
2005-0302-NZL;;fl;ls;2005-05-18 00:00:00+00:00;2005-05-21 00:00:00+00:00;;;New Zealand;New Zealand;630.0;;;;;;;400.0;;;107896.0
2005-0304-TJK;;fl;ls;2005-06-08 00:00:00+00:00;2005-06-10 00:00:00+00:00;;;Tajikistan;Tajikistan;5930.0;;;;8.0;;;3222.0;;;
2005-0305-VEN;;fl;;2005-06-08 00:00:00+00:00;2005-06-08 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);;;;5.0;;;1650.0;;;;;
2005-0308-PNG;;vo;;2005-06-02 00:00:00+00:00;2005-06-10 00:00:00+00:00;;;Papua New Guinea;;;;;;;15000.0;;;;;
2005-0215-SOM;2005-0309-SOM;fl;fl;2005-04-23 00:00:00+00:00;2005-06-14 00:00:00+00:00;2005-06-04 00:00:00+00:00;2005-06-05 00:00:00+00:00;Somalia;Somalia;;;5.0;7.0;12.0;5020.0;2500.0;7520.0;30.0;;
2005-0313-FIN;;fl;;2005-05-25 00:00:00+00:00;2005-05-31 00:00:00+00:00;;;Finland;;24900.0;;;;;400.0;;;;;
2005-0314-IND;;fl;ls;2005-05-27 00:00:00+00:00;2005-05-27 00:00:00+00:00;;;India;India;;;;;14.0;;;12.0;;;
2005-0323-IND;;hw;;2005-06-01 00:00:00+00:00;;;;India;;49.0;;329.0;;;;;;;;
2005-0324-DZA;;fl;;2005-06-18 00:00:00+00:00;2005-06-20 00:00:00+00:00;;;Algeria;;;;1.0;;;1750.0;;;10873.0;;
2005-0328-PNG;;eq;;2005-06-04 00:00:00+00:00;2005-06-04 00:00:00+00:00;;;Papua New Guinea;;6.0;;1.0;;;200.0;;;;;
2005-0329-TUR;;eq;;2005-06-06 00:00:00+00:00;2005-06-06 00:00:00+00:00;;;Turkey;;6.0;;;;;354.0;;;;;
2005-0334-CHN;;fl;ls;2005-06-28 00:00:00+00:00;2005-07-10 00:00:00+00:00;;;China;China;69400.0;;;;58.0;;;11230230.0;;;909621.0
2005-0339-CHN;;hw;;2005-07-01 00:00:00+00:00;;;;China;;39.0;;;;;200.0;;;;;
2005-0340-TUR;;fl;;2005-07-04 00:00:00+00:00;2005-07-04 00:00:00+00:00;;;Turkey;;;;;;;3000.0;;;;;
2005-0359-KGZ;;fl;ls;2005-06-10 00:00:00+00:00;2005-06-13 00:00:00+00:00;;;Kyrgyzstan;Kyrgyzstan;;;;;3.0;;;2050.0;;;3986.0
2005-0371-PRK;;fl;ls;2005-06-30 00:00:00+00:00;2005-07-02 00:00:00+00:00;;;Korea (the Democratic People's Republic of);Korea (the Democratic People's Republic of);2590.0;;;;193.0;;;16298.0;;;
2005-0391-BGD;;ew;;2005-06-30 00:00:00+00:00;2005-06-30 00:00:00+00:00;;;Bangladesh;;;;35.0;;;;;;;;
2005-0392-KOR;;fl;ls;2005-08-02 00:00:00+00:00;2005-08-04 00:00:00+00:00;;;Korea (the Republic of);Korea (the Republic of);9970.0;;;;18.0;;;14510.0;;;
2005-0393-CHL;;fl;ls;2005-06-26 00:00:00+00:00;2005-06-28 00:00:00+00:00;;;Chile;Chile;12210.0;;;;5.0;;;800.0;;;
2005-0394-JPN;;fl;;2005-06-28 00:00:00+00:00;2005-06-28 00:00:00+00:00;;;Japan;;;;;;;900.0;;;;;
;2005-0399-IND;;fl;;;2005-07-10 00:00:00+00:00;2005-07-10 00:00:00+00:00;;India;;;;12.0;;;10000.0;;;;
2005-0415-TUR;;fl;ls;2005-08-02 00:00:00+00:00;2005-08-03 00:00:00+00:00;;;Turkey;Turkey;1670.0;;;;7.0;;;;;;
2005-0423-NGA;;fl;;2005-08-07 00:00:00+00:00;2005-09-16 00:00:00+00:00;;;Nigeria;;159500.0;;60.0;;;3004.0;;;220.0;;
2005-0425-CAF;;fl;;2005-08-08 00:00:00+00:00;2005-08-25 00:00:00+00:00;;;Central African Republic;;8350.0;;1.0;;;23805.0;;;;;
2005-0414-IRN;2005-0426-IRN;fl;fl;2005-07-31 00:00:00+00:00;2005-08-01 00:00:00+00:00;2005-08-09 00:00:00+00:00;2005-08-11 00:00:00+00:00;Iran (Islamic Republic of);Iran (Islamic Republic of);4580.0;4900.0;52.0;43.0;95.0;;1750.0;;;;
2005-0429-LTU;;fl;;2005-08-08 00:00:00+00:00;2005-08-10 00:00:00+00:00;;;Lithuania;;;;;;;;;;;;
2005-0435-THA;;fl;;2005-08-13 00:00:00+00:00;2005-08-31 00:00:00+00:00;;;Thailand;;90160.0;;21.0;;;119310.0;;;181325.0;;
2005-0436-IRN;;fl;;2005-08-15 00:00:00+00:00;2005-08-15 00:00:00+00:00;;;Iran (Islamic Republic of);;;;11.0;;;;;;;;
2005-0443-SLE;;fl;;2005-08-14 00:00:00+00:00;2005-08-16 00:00:00+00:00;;;Sierra Leone;;7730.0;;20.0;;;15000.0;;;;;
2005-0444-CMR;;fl;;2005-08-19 00:00:00+00:00;2005-08-19 00:00:00+00:00;;;Cameroon;;;;2.0;;;;;;;;
2005-0448-SEN;;fl;;2005-08-20 00:00:00+00:00;2005-09-10 00:00:00+00:00;;;Senegal;;330.0;;;;;50000.0;;;;;
2005-0450-MKD;;fl;;2005-08-04 00:00:00+00:00;2005-08-04 00:00:00+00:00;;;Macedonia (the former Yugoslav Republic of);;;;;;;2000.0;;;;;
2005-0456-URY;;ew;;2005-08-23 00:00:00+00:00;2005-08-24 00:00:00+00:00;;;Uruguay;;175.0;;7.0;;;12.0;;;;;
;2005-0457-IND;;ls;;;2005-08-24 00:00:00+00:00;2005-08-25 00:00:00+00:00;;India;;;;12.0;;;20.0;;;;
2005-0468-CHL;;fl;;2005-08-26 00:00:00+00:00;2005-08-29 00:00:00+00:00;;;Chile;;;;;;;548.0;;;;;
2005-0472-ETH;;fl;;2005-08-19 00:00:00+00:00;2005-09-01 00:00:00+00:00;;;Ethiopia;;52560.0;;;;;7000.0;;;;;
;2005-0475-CHN;;fl;;;2005-08-13 00:00:00+00:00;2005-08-20 00:00:00+00:00;;China;;85860.0;;52.0;;;188046.0;;;1368179.0;
2005-0497-KOR;;ew;;2005-09-08 00:00:00+00:00;2005-09-08 00:00:00+00:00;;;Korea (the Republic of);;;;5.0;;;1100.0;;;7493.0;;
2005-0506-MYS;;fl;ls;2005-07-17 00:00:00+00:00;2005-07-19 00:00:00+00:00;;;Malaysia;Malaysia;1470.0;;;;4.0;;;600.0;;;
2005-0511-AFG;;fl;;2005-09-11 00:00:00+00:00;2005-09-12 00:00:00+00:00;;;Afghanistan;;3200.0;;12.0;;;;;;;;
2005-0512-BEL;;fl;ls;2005-09-10 00:00:00+00:00;2005-09-11 00:00:00+00:00;;;Belgium;Belgium;;;;;;;;210.0;;;
2005-0516-FRA;;fl;ls;2005-09-07 00:00:00+00:00;2005-09-09 00:00:00+00:00;;;France;France;9810.0;;;;1.0;;;3000.0;;;
2005-0518-PNG;;fl;;2005-08-19 00:00:00+00:00;2005-08-19 00:00:00+00:00;;;Papua New Guinea;;;;1.0;;;2493.0;;;;;
2005-0519-MDA;;fl;;2005-08-18 00:00:00+00:00;2005-08-19 00:00:00+00:00;;;Moldova (the Republic of);;;;;;;6500.0;;;11617.0;;
2005-0524-MEX;;ew;fl;2005-06-29 00:00:00+00:00;2005-06-30 00:00:00+00:00;;;Mexico;Mexico;65.0;;;;2.0;;;15000.0;;;14986.0
;2005-0526-KEN;;fl;;;2005-06-17 00:00:00+00:00;2005-06-20 00:00:00+00:00;;Kenya;;3520.0;;20.0;;;1200.0;;;;
2005-0530-USA;;ew;;2005-08-18 00:00:00+00:00;2005-08-18 00:00:00+00:00;;;United States of America (the);;;;;;;201.0;;;;;
2005-0537-IND;;ew;;2005-09-20 00:00:00+00:00;2005-09-20 00:00:00+00:00;;;India;;;;33.0;;;61000.0;;;;;
2005-0547-USA;;ew;fl;2005-09-23 00:00:00+00:00;2005-10-01 00:00:00+00:00;;;United States of America (the);United States of America (the);280.0;;;;10.0;;;300000.0;;;23976841.0
2005-0550-CRI;;fl;ls;2005-09-18 00:00:00+00:00;2005-09-27 00:00:00+00:00;;;Costa Rica;Costa Rica;;;;;1.0;;;855.0;;;
2005-0552-MLI;;fl;;2005-09-21 00:00:00+00:00;2005-09-27 00:00:00+00:00;;;Mali;;;;;;;1735.0;;;;;
2005-0553-CAN;;ew;;2005-09-26 00:00:00+00:00;2005-09-29 00:00:00+00:00;;;Canada;;;;;;;300.0;;;;;
2005-0558-PER;;eq;;2005-09-26 00:00:00+00:00;2005-09-26 00:00:00+00:00;;;Peru;;8.0;;5.0;;;2505.0;;;;;
2005-0589-IDN;;fl;ls;2005-10-18 00:00:00+00:00;2005-10-19 00:00:00+00:00;;;Indonesia;Indonesia;2460.0;;;;28.0;;;12211.0;;;
2005-0591-CAN;;fl;;2005-09-27 00:00:00+00:00;2005-09-29 00:00:00+00:00;;;Canada;;330.0;;;;;600.0;;;;;
2005-0572-COL;2005-0625-COL;fl;ew;2005-09-15 00:00:00+00:00;2005-11-17 00:00:00+00:00;2005-10-29 00:00:00+00:00;2005-10-29 00:00:00+00:00;Colombia;Colombia;115200.0;175.0;101.0;;;474607.0;3074.0;477681.0;;;
2005-0646-LKA;;fl;ls;2005-11-21 00:00:00+00:00;2005-11-23 00:00:00+00:00;;;Sri Lanka;Sri Lanka;29870.0;;;;6.0;;;145000.0;;;
2005-0647-FRA;;fl;;2005-11-15 00:00:00+00:00;2005-11-17 00:00:00+00:00;;;France;;2000.0;;2.0;;;1000.0;;;;;
2005-0651-CHN;;eq;;2005-11-26 00:00:00+00:00;2005-11-26 00:00:00+00:00;;;China;;5.0;;16.0;;;615500.0;;;;;
2005-0654-IRN;;eq;;2005-11-27 00:00:00+00:00;2005-11-27 00:00:00+00:00;;;Iran (Islamic Republic of);;6.0;;13.0;;;100.0;;;;;
2005-0664-VUT;;vo;;2005-11-27 00:00:00+00:00;2005-11-27 00:00:00+00:00;;;Vanuatu;;;;;;;5000.0;;;;;
2005-0671-TZA;;eq;;2005-12-05 00:00:00+00:00;2005-12-05 00:00:00+00:00;;;Tanzania, United Republic of;;7.0;;2.0;;;5000.0;;;;;
2005-0677-IND;;fl;;2005-12-02 00:00:00+00:00;2005-12-03 00:00:00+00:00;;;India;;;;30.0;;;200000.0;;;;;
2005-0687-USA;;hw;;2005-07-04 00:00:00+00:00;2005-07-30 00:00:00+00:00;;;United States of America (the);;47.0;;33.0;;;31.0;;;;;
2005-0696-ALB;;fl;;2005-11-30 00:00:00+00:00;2005-12-03 00:00:00+00:00;;;Albania;;10410.0;;3.0;;;500.0;;;;;
2005-0697-AUS;;ew;;2005-12-02 00:00:00+00:00;2005-12-02 00:00:00+00:00;;;Australia;;;;1.0;;;600.0;;;22478.0;;
2005-0709-YEM;;ls;;2005-12-28 00:00:00+00:00;2005-12-29 00:00:00+00:00;;;Yemen;;;;65.0;;;11.0;;;;;
2005-0711-COG;;fl;ls;2005-12-24 00:00:00+00:00;2005-12-28 00:00:00+00:00;;;Congo (the);Congo (the);1100.0;;;;1.0;;;2000.0;;;
2005-0714-PAK;;ls;;2005-12-27 00:00:00+00:00;2005-12-27 00:00:00+00:00;;;Pakistan;;;;24.0;;;;;;;;
